"name","url","productCount","stock","minPrice","maxPrice","lastSeen","categories"
"Clarke AI商城","https://pay.ldxp.cn/shop/J2ZVYOQK","44","6737","0.63","1700","2026-08-03T01:02:52.0019990+08:00","韩国kaokao提炼 | 视频ai | 邮箱 | Claude | Gemini | GPT 直充 | gpt codex接码 | gpt k12 | GPT成品号 | Grok"
"【AI源头直供】AICA","https://pay.ldxp.cn/shop/aica","43","27504","1","1687.5","2026-08-03T00:48:19.5027050+08:00","邮箱账号 | ChatGPT | Gemini | Kiro | OpenAi"
"AI源头批发旗舰店","https://pay.ldxp.cn/shop/SubAIP","43","5153","4","1600","2026-08-03T01:28:14.9787100+08:00","账号ID卡 | 智能体 | API反代 | claude | Gemini | GPT"
"CAO","https://pay.ldxp.cn/shop/cao","43","6340","0.2","15.86","2026-08-03T00:55:54.5508940+08:00","𝐆𝐞𝐦𝐢𝐧𝐢 Pro | GPT | 𝐎𝐩𝐞𝐧𝐀𝐈 接码 | Plus 扫码服务 | Plus 提链服务 | С𝐡𝐚𝐭𝐆𝐏𝐓 Free | С𝐡𝐚𝐭𝐆𝐏𝐓 Plus"
"AI金牌供应商 | 对接：t2j4ybta","https://pay.ldxp.cn/shop/F51WX60H","42","4579","0.6","120","2026-08-03T01:24:55.3832550+08:00","Gemini | Gpt 接码 | Gpt Free | Gpt K12 | Gpt Plus 未接码 | Gpt Plus 已接码"
"521小店","https://pay.ldxp.cn/shop/521","40","13119","0.8","1649","2026-08-03T01:24:55.3832550+08:00","谷歌邮箱 | 推特 | 英国eSIM手机卡 | Claude | codex 手机号接码 | cursor | gemini 成品 | gemini 充值 | gpt 成品号 | gpt 充值 | grok-大全 | steam游戏账号 | TikTok"
"光之国AI","https://pay.ldxp.cn/shop/GT7KX1TN","40","10811","0.1","1300","2026-08-03T01:13:32.0005790+08:00","（Outlook、iCloud）邮箱 | 低价gpt成品号 | 谷歌账号 | Claude系列 | codex pro20x 拼车（可定制） | Gemini | GPT 反代用（team、k12） | gpt接码类（pp，codex看清楚下单，拍错不退不换） | GPT直冲代开 | TG/电报/飞机"
"商家8719","https://pay.ldxp.cn/shop/SJ1BEJAC","40","10507","0.05","1220","2026-08-03T01:28:14.9787100+08:00","邮箱 | ChatGPT 提链 | ChatGPT free | ChatGPT Plus | ChatGPT Pro | Claude | Codex/ChatGPT接码 | Gemini | Grok"
"Ai俱乐部","https://pay.ldxp.cn/shop/Aying","39","998","0.18","1970","2026-08-03T01:24:55.3832550+08:00","登陆问题 | 各类成品 | 其他服务 | 热销（随时下架） | Chatgpt官方直充 | chatGPT日抛成品号含接码 | Claude 4.8 | Gemini 3.5 | GPT 5.6"
"亚米的整合服务供应商","https://pay.ldxp.cn/shop/ymymai","38","26982","0.33","1250","2026-08-03T00:52:11.4988320+08:00","对接 AI神秘代码 | 谷歌gemini | 接🐎电话 | 邮箱 | ChatGPT成品 | ChatGPT充值-推荐优先稳定 | Claude成品号 | Claude充值 | Gemini pro优惠链接 | GROK 马斯克 | ip | TG/✈️账号 | X"
"与世隔绝的AI小店","https://pay.ldxp.cn/shop/luoerl","38","3288","0.1","1399","2026-08-03T01:24:55.3832550+08:00","C接码/邮箱/tg/其他 | Claude | Codex-备选 | Codex【主推】 | Google AI"
"ai直通车","https://pay.ldxp.cn/shop/nzy","38","20112","0.96","1285.54","2026-08-03T01:24:55.3832550+08:00","接码 | 邮箱 | ainzy卡密充值 | ChatGPT | Claude | cursor | Gemini | gemini 充值 | Gemini Pro会员分区 | GPT | Grok | ㅤ各类平台账号"
"NiuGe AI 加钟站","https://pay.ldxp.cn/shop/GU3XQH61","38","7121","0.09","1534","2026-08-03T01:24:55.3832550+08:00","接码 | 邮箱账号 | Claude | Gemini | GP·T直冲 | Grok | kiro | PLUS/Team"
"Ry","https://pay.ldxp.cn/shop/N8TF6R3M","38","2388","0.78","500","2026-08-03T01:24:55.3832550+08:00","传奇-卡密 | 接码：codex、paypal、apple | 中转 - c | 中转 - x | GPT  plus/team | GPT free账号 | TG/电报/飞机 号"
"低价gpt","https://pay.ldxp.cn/shop/GXQFLZIP","37","2843","0.48","468","2026-08-03T01:06:13.8323440+08:00","成品号 | 成品plus区 | 垂直AI | 短信接码 | 谷歌/Gemini | 接码 | 热门Ai -工具合集📍 | 手搓GPTplus，日抛周抛，看ip决定 | ChatGPT | Chatgpt充值 | claude | Gemini | GPT | GPT | Gemini  | Claude | Grok | Gpt Plus | GPT plus成品号 | GPT puls | GPT-PLUS | GPT成品号 | Grok | icloud plus | K12 | Open Ai | plsu | PLUS 成品号 | plus账号密码"
"虚拟产品批发","https://pay.ldxp.cn/shop/YGOV1U2Q","35","7486","1.2","1260","2026-08-03T01:24:55.3832550+08:00","谷歌邮箱 | 接码类 | 住宅IP | Claude | gemini pro | GPT | Telgram /X/Grok/figma/github/cursor/tiktok等"
"Tikana","https://pay.ldxp.cn/shop/T2MMIX28","33","4560","0.03","60","2026-08-03T01:28:14.9787100+08:00","反重力 | 接码服务 | Claude | Gemini | GPT 特价 | K12 | OpenAI | X"
"云边小铺（招代理）","https://pay.ldxp.cn/shop/one","32","4172","0.3","1449","2026-08-03T01:24:55.3832550+08:00","出海必备 | 接码专区 | 普号邮箱 | Claude | Gemini | GPT成品号 | OPEN Ai官方充值"
"胡小阳的AI店铺（招代理）","https://pay.ldxp.cn/shop/6GCAQ8JQ","31","4431","1.01","99999","2026-08-03T01:24:55.3832550+08:00","反代（小白别看） | Chatgpt-go充自己的号 | Chatgpt-plus 成品号 | Chatgpt-plus 充自己的号 | Claude | Codex（含接手机验证码） | Gemini | gpt-pro | GPT免费账号（含邮箱） | grok"
"用户已注销","https://pay.ldxp.cn/shop/N5PXH3GX","31","2104","3.76","1265","2026-08-03T01:21:44.1927740+08:00","接码 | AI订阅/cdk | ChatGPT稳定 | Claude | Gemini | GPT便宜 | TG/电报/飞机/ Telegram 账号"
"源头AI充值【旗舰服务】","https://pay.ldxp.cn/shop/B8T28780","31","2452","0.5","1870.4","2026-08-03T01:24:55.3832550+08:00","谷歌邮箱系列 | 加速器订阅卡密 | 接码 | 微软邮箱 | Chatgpt | claude | gemini | Gmini | gpt | gpt系列"
"GPT货源","https://pay.ldxp.cn/shop/lf88","31","1197","2.04","1557.4","2026-08-03T01:21:44.1927740+08:00","谷歌邮箱系列 | 接码 | Chat gpt | Gemini | TG/电报/飞机/ Telegram 账号"
"暴走的大爷数码杂货铺","https://pay.ldxp.cn/shop/baozou","28","1064","6.66","1592.5","2026-08-03T01:24:55.3832550+08:00","苹果P12个人证书 | ChatGPT Plus | ChatGPT Pro | Gemini | Open Ai | TG/电报/飞机/ Telegram 账号"
"极光动能","https://pay.ldxp.cn/shop/jgdn","28","3422","0.1","172.5","2026-08-03T01:24:55.3832550+08:00","各类接码 | 工具平台 | 谷歌系列 | 谷歌邮箱 | 接码 | 邮箱 | Codex  GPT接码 | Gemini | gemini成品 美国住宅ip  GV  flow | gemini成品 gpt成品 美国住宅ip pixelcdk | GPT | GPT | Gemini  | Claude | Grok | GPT 接码 | GPT白号 | gpt接码 | Grok | Open Ai | TG/电报/飞机/ Telegram 账号"
"卡卡丨货源","https://pay.ldxp.cn/shop/kaka","28","882","6.8","1280","2026-08-03T01:24:55.3832550+08:00","ChatGPT Plus | ChatGPT Pro | Gemini Pro | TG/电报/gram 账号"
"毛毛AI货源","https://pay.ldxp.cn/shop/9S9N5V82","28","7877","0.02","1230.5","2026-08-03T00:48:19.5027050+08:00","接码 | Gemini | GPT plus🔥 | GPT普号 free | grok  直充/super/free  x会员直充 | iCloud邮箱 微软邮箱  谷歌邮箱🔥"
"条条AI","https://pay.ldxp.cn/shop/AI177","28","17689","0.5","1350","2026-08-03T01:24:55.3832550+08:00","谷歌邮箱系列 | 所有接码 | Claude | Gemini | GPT | grok | TG/电报/飞机/gram 账号"
"哇咔咔的AI小店","https://pay.ldxp.cn/shop/V2YZIFWM","28","6607","0.12","1380","2026-08-03T01:24:55.3832550+08:00","邮箱 | Claude | Gemini充值订阅 | Gpt Free | GPT-plus成品号 | gpt/codex辅助验证 | GPT官网直冲"
"AI 云智聪聪","https://pay.ldxp.cn/shop/Z6I0VZ0Q","28","1835","0.19","18.5","2026-08-03T01:24:55.3832550+08:00","【Adobe】 Firefly | 各类邮箱 | 谷歌系列 | 接码 | GPT | grok | telegram"
"AI奥特曼【源头招代理】","https://pay.ldxp.cn/shop/chuhai","28","27336","2.88","1670","2026-08-03T01:24:55.3832550+08:00","Chatgpt官方直充 | Claude | Codex接码 | Gemini | Gmail邮箱 | Plus日抛"
"AI小铺","https://pay.ldxp.cn/shop/S8TEQ7UH","28","12945","3.45","1820","2026-08-03T01:28:14.9787100+08:00","邮箱 | ChatGPT成品号 | ChatGPT直充 | Claude | Codex接码 | Gemini | Grok"
"AI直充系统一手货源店","https://pay.ldxp.cn/shop/yishouhuocang","28","857","1.04","1449","2026-08-03T01:24:55.3832550+08:00","89.gptapi | Chat Gpt"
"加菲猫的千层饼ai源头","https://pay.ldxp.cn/shop/Q443OV9C","27","4650","0.35","1170","2026-08-03T01:24:55.3832550+08:00","谷歌邮箱系列 | Chatgpt plus 成品号 | Chatgpt官方直充 | Codex接码 | Gemini Pro会员 | Grok | iCloud邮箱Plus成品号 | TG/电报/飞机/gram 账号"
"启灵 AI小铺","https://pay.ldxp.cn/shop/1VI8KLZZ","27","4911","0.09","1624","2026-08-03T01:24:55.3832550+08:00","接码 | 启灵API中转站 | 邮箱 | chat gpt 充值 | ChatGPT最稳 | gpt codex接码 | GPT plus成品号 | Telegram电报飞机 | Tg电报飞机"
"水木脚本云机直营店","https://pay.ldxp.cn/shop/shuimu","27","11582","5","388","2026-08-03T01:28:14.9787100+08:00","代理 | 极光云手机(安卓) | 洛克王国-世界-手游 | 星星云手机 | 一键吃丹安卓 | 一键吃丹苹果 | VMOS云手机"
"LeoLab","https://pay.ldxp.cn/shop/leolab","27","10280","0.1","1150","2026-08-03T01:24:55.3832550+08:00","接码 | 静态住宅IP | 提炼二维码 | 网络代理 | 邮箱 | 质保GPT | Chatgpt plus 成品号 | ChatGPT代充/20X Pro | GPT | Gemini  | Claude | Grok | K12"
"耀辰","https://pay.ldxp.cn/shop/LFMFVYXX","26","1190","5","320","2026-08-03T01:24:55.3832550+08:00","创造与魔法月卡 | 洛克王国-世界-手游 | 洛克王国世界 | 逆战未来手机（XM正版） | 逆战未来PC | 三角洲跑刀脚本 | 一剑开天门 | MAX进阶吃丹脚本安卓 | MAX进阶吃丹脚本iOS"
"幽羊 AI","https://pay.ldxp.cn/shop/Z65QS0QG","26","3689","0.05","27","2026-08-03T00:52:11.4988320+08:00","兑换码 | 邮箱 | GPT | k12"
"AI小铺","https://pay.ldxp.cn/shop/echo_dream","26","19663","0.9","1250","2026-08-03T01:24:55.3832550+08:00","ChatGPT | ChatGPT(正价代充) | ChatGPT注册/接码 | Claude | Gemini"
"AI主理人","https://pay.ldxp.cn/shop/2W1EEK4J","26","3077","4.7","1312.5","2026-08-03T01:24:55.3832550+08:00","接码 | ChatGPT Plus | ChatGPT Pro | Claude | Gemini | Grok  充值"
"咕咕Ai源头号商（招实力代理）","https://pay.ldxp.cn/shop/gugu","25","16370","3","680","2026-08-03T01:24:55.3832550+08:00","接码 | 邮箱 | Chatgpt | Claude | Cursor | Gemini | Grok | X会员"
"零一扬 AI","https://pay.ldxp.cn/shop/01Yang","25","3059","1","1300","2026-08-03T01:24:55.3832550+08:00","接码服务 | 静态 IP | 生图、视频点数【满血模型】 | 中转额度【满血模型】 | AI 成品号 | AI 代充【直充】"
"沈听秋","https://pay.ldxp.cn/shop/dangwu666","25","2826","0.5","1275","2026-08-03T01:24:55.3832550+08:00","接码 | Claude | dola专用区 | Gemini | GPT供应 | Grok供应"
"Gemini丨Telegram","https://pay.ldxp.cn/shop/Max","25","765","6.88","1280","2026-08-03T01:24:55.3832550+08:00","ChatGPT Plus | ChatGPT Pro | Gemini Pro | TG/电报/gram 账号"
"GPT AI账号接码","https://pay.ldxp.cn/shop/839FVS87","25","4172","0.98","30","2026-08-03T00:59:26.1539510+08:00","谷歌Gmail邮箱账号 | 邮箱（outlook、gmail） | Codex  GPT接码 | gemini 充值 | GPT-plus成品号"
"GPT-源头供货-招代理","https://pay.ldxp.cn/shop/IY16OXB7","25","4438","0.49","1165","2026-08-03T01:24:55.3832550+08:00","官方直冲GPT PLUS会员充值 | 邮箱 | Gemini | GPT PLUS成品号 | GPT PRO | GPT-CODEX接码服务"
"52AI店铺","https://pay.ldxp.cn/shop/52AI","24","28853","1.6","1550","2026-08-03T01:24:55.3832550+08:00","ChatGPT | Claude | Gemini | X会员"
"码农","https://pay.ldxp.cn/shop/jzij","24","3006","0.12","141.77","2026-08-03T01:24:55.3832550+08:00","谷歌系列 | 微软邮箱 | 邮箱接码 | ChatGPT Free | ChatGpt Plus  成品号 | ChatGPT Plus 未接码 | ChatGPT Team K12 | Gemini Pro | Gemini充值订阅 | GPT | Gemini  | Claude | Grok | GPT官方直充plus pro（质保一个月） | Kiro Pro | TG/电报/飞机/gram 账号 | X / 推特账号"
"稳问AI  --AI 大玩家（AI真源头，招代理）","https://pay.ldxp.cn/shop/aishop1","24","16331","2","1300","2026-08-03T01:06:13.8323440+08:00","接码 | 注册邮箱 | claude | gemini | GPT"
"熊猫丨货源 GPT,gimini,专业速冲，招代理","https://pay.ldxp.cn/shop/xmhy","24","898","6.88","1680","2026-08-03T01:24:55.3832550+08:00","ChatGPT Plus | ChatGPT Pro | Claude | Gemini | TG/电报/飞机/ Telegram 账号"
"Ai2You智友社，让更多的人用上更好的AI","https://pay.ldxp.cn/shop/282D9KDL","24","508","5.88","8888","2026-08-03T01:24:55.3832550+08:00","GPT | Gemini  | Claude | Grok"
"API O AI","https://pay.ldxp.cn/shop/aio","24","3012","0.63","1288","2026-08-03T01:06:13.8323440+08:00","ChatGPT-Codex接码 | ChatGPT-Free-速刷 | ChatGPT-Plus-成品 | ChatGPT-Plus-充值 | ChatGPT-Pro-充值 | Claude | Gemini"
"Gemini丨Telegram","https://pay.ldxp.cn/shop/Pro","24","800","6.88","1280","2026-08-03T01:24:55.3832550+08:00","ChatGPT Plus | ChatGPT Pro | Gemini Pro | TG/电报/gram 账号"
"JieAiTop","https://pay.ldxp.cn/shop/N90HTB7K","24","6493","0.05","1280","2026-08-03T01:24:55.3832550+08:00","接码 | 邮箱 | 中转站兑换码 | chatgpt | gemini | visa"
"懒羊羊AI","https://pay.ldxp.cn/shop/lanyy","23","18537","0.5","701.5","2026-08-03T01:24:55.3832550+08:00","店长主推 | claude | codex 接码 | gemini 成品 | gemini 充值 | GPT | GPT 直冲 | Grok"
"沈万三的Ai聚宝盆","https://pay.ldxp.cn/shop/JL7007","23","2354","0.46","1199","2026-08-03T01:02:52.0019990+08:00","接手机码 | Gemini/Gmail账号 | gpt free | GPT PLUS | GPT直充 | Perplexity"
"蜗的AI(招代理)","https://pay.ldxp.cn/shop/4YWWAAFM","23","2104","0.98","1380","2026-08-03T01:24:55.3832550+08:00","邮箱 | chatgpt | Claude | Codex  GPT接码 | CPA | Sub2API Json | Gemini | Gemini Pro会员分区 | TG/电报/飞机/ Telegram 账号"
"AI-小站","https://pay.ldxp.cn/shop/8998TM6I","23","2179","1.98","1240","2026-08-03T01:24:55.3832550+08:00","各类邮箱 | ChatGPT Plus 官方质保直冲 | Gemini | Gpt Plus 成品账号 | Gpt pro官方直充 | GPT和Codex长效接码"
"Cursor 专卖","https://pay.ldxp.cn/shop/cursor-pro","23","6074","0.3","438","2026-08-03T01:24:55.3832550+08:00","接码 | 邮箱 | Cursor | Gemini | GPT | Grok"
"emua 小店","https://pay.ldxp.cn/shop/emua.shop","23","2280","0.98","1418.18","2026-08-03T01:13:32.0005790+08:00","成品号 | 微信类 | 正规代充 | codex代接码 | Gemini"
"定制微信与吃丹脚本","https://pay.ldxp.cn/shop/9V64QB36","22","11212","5","320","2026-08-03T01:24:55.3832550+08:00","洛克王国-世界-手游 | 星星云手机 | 一剑开天门 | 一键吃丹安卓 | 一键吃丹苹果 | 原一键吃丹脚本苹果"
"神明ai卡商号商（招实力代理）","https://pay.ldxp.cn/shop/AIgame","22","3442","4","1980","2026-08-03T01:24:55.3832550+08:00","Chatgpt | Claude Code | Gemini分区 | TikTok"
"西枫卡密店铺","https://pay.ldxp.cn/shop/FCT4ORSS","22","10651","5","320","2026-08-03T01:13:32.0005790+08:00","修仙模拟器 | 一键吃丹安卓 | 一键吃丹苹果 | MAX进阶吃丹脚本安卓 | MAX进阶吃丹脚本iOS"
"奥仔小铺","https://pay.ldxp.cn/shop/aozai","21","20785","0.9","1200","2026-08-03T01:24:55.3832550+08:00","1.Cursor | 10.手机接码 | 11.claude | 12.反重力 | 2.GPT | 5.Gemini | 6.TG/电报/飞机/ Telegram"
"海神- GPT-大玩家（招代理）","https://pay.ldxp.cn/shop/KFNRCFGC","21","2400","3.1","1380","2026-08-03T01:24:55.3832550+08:00","✅GPT 正规渠道pro代充 | 正规GPT菲区直充/ CC pro直充 | 注册邮箱 | Claude（克劳德） | Gemini | GPT team 母号开通 | Grok | kyc认证"
"噜噜的小店","https://pay.ldxp.cn/shop/B9WRU4C4","21","2983","2.69","146.3","2026-08-03T01:09:57.3074800+08:00","谷歌邮箱 | 接码codex、pp和虚拟卡 | 住宅静态ip | ChatGPT | ChatGPT成品 | claude专区 | Gemini成品号"
"青蛙AI·低价源头","https://pay.ldxp.cn/shop/qingwaAA","21","2367","0.5","1180","2026-08-03T01:24:55.3832550+08:00","接码 | 邮箱 | chatGPT日抛 | ChatGPT最稳 | Gemini | Grok | Telegram(电报)"
"若曦AI服务","https://pay.ldxp.cn/shop/rxplus","21","4409","0.9","130","2026-08-03T01:28:14.9787100+08:00","接码 | 邮箱 | Chatgpt官方直充 | ChatGPT专区 | Gemini Pro会员 | Open Ai"
"ParHom","https://pay.ldxp.cn/shop/parhom","21","625","3.5","1500","2026-08-03T01:24:55.3832550+08:00","其他 | 邮箱 | claude  grok | gemini | Gpt"
"哈哈的ai杂货铺","https://pay.ldxp.cn/shop/22DHYNNV","20","18705","0.5","1350","2026-08-03T01:24:55.3832550+08:00","谷歌邮箱 | 接码 | claude | gemini | GPT 散卖 | gpt正价直充 | grok"
"继续AI","https://pay.ldxp.cn/shop/dlll","20","1186","0.5","1350","2026-08-03T01:24:55.3832550+08:00","谷歌/Gemini | ChatGPT | Grok | PayPal/codex接码 | TG/电报/飞机/ Telegram 账号"
"一笑无","https://pay.ldxp.cn/shop/abs","20","4885","5","280","2026-08-03T01:24:55.3832550+08:00","极光云手机(安卓) | 星星云手机（苹果云机） | 一键吃丹安卓/小黑屋 | 一键吃丹苹果/修仙助手/小黑屋"
"之谦手游发烧友","https://pay.ldxp.cn/shop/ZQ8882025","20","344","1.5","73","2026-08-03T01:24:55.3832550+08:00","【安卓云机】川川云（卡密，兑换云机时长） | 【安卓云机】极光云（卡密，兑换云机时长） | 【苹果云机】快云游（卡密，兑换云机时长） | 【苹果云机】星星云（卡密，兑换云机时长）"
"智繁Ai  长期招代理 对接码10086  成品号黑奴手搓","https://pay.ldxp.cn/shop/EL4D5AZM","20","16636","2","1437.5","2026-08-03T01:24:55.3832550+08:00","其他好玩软件 | ChatGPT 成品号 | chatgpt 代充 | Claude直充 | gemini | gpt接码"
"AI杂货铺","https://pay.ldxp.cn/shop/Q4LIN309","20","2115","0.3","988","2026-08-03T01:24:55.3832550+08:00","技术/插件/源码 | 接码 | 投流涨粉 | 推荐 | 中转额度 | Open Ai"
"（彩虹马）筱博的小店","https://pay.ldxp.cn/shop/xiaobo666","19","663","3.95","1299","2026-08-03T01:24:55.3832550+08:00","镜像GPT（网页镜像） | 住宅IP（干净ip） | ai会员（直冲和成品号） | codex接码与其他服务"
"7878","https://pay.ldxp.cn/shop/6TKPIT5E","19","6321","0.12","57.5","2026-08-03T00:59:26.1539510+08:00","接码 | 微软、gmail、icloud邮箱 | Gemini pro | GPT PLUS free | grok-全部 | k12 | Telegram 账号"
"芥末科技-法兰琳卡🧀","https://pay.ldxp.cn/shop/jmkj","19","513","25","228","2026-08-03T01:24:55.3832550+08:00","软件位置模拟-聚合 | Android -UDID定制 | ios-旅游补位共享 | TF（斗战神）（阿修罗） | TF（凡尔赛）（清风）"
"派大星AI铺子","https://pay.ldxp.cn/shop/CFPZC0FL","19","16409","2.73","1244.42","2026-08-03T00:55:54.5508940+08:00","谷歌Gemini会员 | 接码 | ChatGpt 官方代充 | ChatGpt成品号 | Claude | Gmail谷歌邮箱"
"水水的学习Ai","https://pay.ldxp.cn/shop/AV8G25IF","19","4656","0.6","388.7","2026-08-03T01:18:01.1337090+08:00","各类接码 | 工具卡密 | 量大管饱的 | 手搓GPTplus，日抛周抛，看ip决定 | chat gpt 充值 | Claude | codex 接码 | Cursor | Gemini | Gemini Pro会员 | Grok | Plus成品号"
"AI小店","https://pay.ldxp.cn/shop/YA3NLPX6","19","1812","1.4","1837","2026-08-03T00:52:11.4988320+08:00","各类邮箱 | 手搓GPTplus，日抛周抛，看节点决定 | 源头精品成品手搓质保5-30天plus号 | chat gpt | ChatGPT | Chatgpt官方直充 | Claude | GPT | GPT Tame K12 | K12 | Open Ai"
"AI源头-oak","https://pay.ldxp.cn/shop/oak","19","3948","0.1","56","2026-08-03T01:24:55.3832550+08:00","Gemini | Gmail 邮箱 | GPT一条龙 | Grok | TG/电报/ | TikTok"
"AI源头旗舰批发店","https://pay.ldxp.cn/shop/aiplus666","19","3569","0.11","1520","2026-08-03T01:06:13.8323440+08:00","接码 | claude | gemini和谷歌邮箱 | gpt成品 | GPT成品号【直卡绑定渠道】 | gpt直充"
"AKMOZ.com魔卡AI（销量15k+）只做精品Ai 直接源头掌握核心科技","https://pay.ldxp.cn/shop/AKMOZ","19","273","1","1320","2026-08-03T01:24:55.3832550+08:00","短信接码 | 邮箱 | ChatGPT | Claude | Gemini | Runway"
"ALL IN AI","https://pay.ldxp.cn/shop/6H72NFWO","19","1664","2.18","1317.8","2026-08-03T01:24:55.3832550+08:00","谷歌系列 | 接码 | Adobe firefly | AI订阅 | ChatGPT | claude | GPT PLUS成品号 | Grok | ip | Open Ai"
"Mikey的吃丹小店","https://pay.ldxp.cn/shop/mikey","19","10639","5","280","2026-08-03T01:24:55.3832550+08:00","星星云手机 | 一剑开天门【新品推荐】 | 一键吃丹安卓【店家力荐】 | 一键吃丹安卓【黑屋卡密通用】 | 一键吃丹苹果【店家力荐】 | 一键吃丹苹果【黑屋卡密通用】"
"MLYF的AI工厂","https://pay.ldxp.cn/shop/TAFHH1PS","19","16063","0.49","1250","2026-08-03T01:28:14.9787100+08:00","接码类 | 邮箱/ID系列 | Gemini | GPT纯手工正规代充！！！ | GPT直充(卡密秒充)"
"虎哥地铁免费招代理跑金币","https://pay.ldxp.cn/shop/55555","18","49187","5","320","2026-08-03T01:24:55.3832550+08:00","苹果脚本星星云手机激活码 | 一键吃丹安卓脚本卡密 | 一键吃丹苹果脚本卡密 | vmos云机天卡激活码（和平精英专属）"
"老徐的源头小店","https://pay.ldxp.cn/shop/laoxu","18","1728","0.12","120","2026-08-03T01:24:55.3832550+08:00","接码 | 夸克网盘助手 | 小红书自动化工具 | 邮箱 | ChatGPT K12 | ChatGPT Plus | PIX提链"
"商家696","https://pay.ldxp.cn/shop/Kegan04","18","3418","0.45","155","2026-08-03T01:02:52.0019990+08:00","codex 接码 | Gemini | Gpt Free | GPT-plus成品号"
"寻屿吃丹助手","https://pay.ldxp.cn/shop/U47BLNEO","18","1104","4","160","2026-08-03T01:24:55.3832550+08:00","吃丹修仙 | 脚本代理 | 一剑开天门"
"一键集团直营店","https://pay.ldxp.cn/shop/yjcd","18","11395","5","280","2026-08-03T01:24:55.3832550+08:00","代理 | 星星云手机 | 修仙丹安卓 | 一键吃丹安卓 | 一键吃丹苹果"
"专注gpt","https://pay.ldxp.cn/shop/WB0MPNB8","18","2045","1.3","1080","2026-08-03T01:18:01.1337090+08:00","虚拟手机卡接码（看商品简介） | 邮箱类成品（看商品简介） | ChatGPTplus（直充自己账号） | Gemini pro 12个月会员（看商品简介） | GPT pro 20x 一个月官方正充成品 质保订阅30天 | GPTplus（质保15和30天）（看商品简介）（质保群1046136163）） | K12（看简介） | plus成品（看商品简介）（只是渠道不同并没什么本质差别）"
"Ai 源头厂家","https://pay.ldxp.cn/shop/ssss","18","1105","4","1260","2026-08-03T01:28:14.9787100+08:00","ChatGPT | Claude | Gemini"
"Ricardo666","https://pay.ldxp.cn/shop/Ricardo666","18","1554","0.07","135.7","2026-08-03T01:24:55.3832550+08:00","接码 | 邮箱 | Chatgpt | Gemini | Telegram"
"2553发卡网","https://pay.ldxp.cn/shop/000000","17","76","6","120","2026-08-03T01:24:55.3832550+08:00","顶峰相机(三通，需root) | 计算机分身（FN.JD).通用过人脸 | 免root过脸(JD)防检测定制版 | 免root过脸（JD) | 牛琪琪(JD) | 无极（JD） | 宗师迷途(MT) | 宗师迷途（JD）"
"哈基米站","https://pay.ldxp.cn/shop/DGF2IE5W","17","4807","0.1","1208.9","2026-08-03T00:55:54.5508940+08:00","0刀卡和长效接码 | 手搓GPTplus，日抛周抛，看节点决定 | 邮箱账号 | Gemini Pro会员 | gpt | gpt free | gpt plus | GPT PLUS/Team | GPT PLUS成品号 | grok-全部"
"卷子ai ( Lucky )","https://pay.ldxp.cn/shop/X23TO6QE","17","17283","0.7","1250","2026-08-03T01:24:55.3832550+08:00","ChatGPT | Claude | Gemini | Gmail&amp;微软邮箱 | GPT成品号"
"天枢视觉","https://pay.ldxp.cn/shop/PAZ6S54F","17","12871","0.1","499","2026-08-03T01:24:55.3832550+08:00","天枢Ai | Qianfu模型 | Qianfu优化助手"
"小溜商店","https://pay.ldxp.cn/shop/google23","17","2549","0.58","1260","2026-08-03T01:13:32.0005790+08:00","chatgpt | gemini成品 gpt成品 美国住宅ip pixelcdk | Google | GPT | gpt  claude充值 | GROK | Open Ai"
"小票的ai小铺","https://pay.ldxp.cn/shop/xiaopiao","17","266","4.99","151.8","2026-08-03T01:24:55.3832550+08:00","（管冲）ChatGPT | 接码 | ChatGPT | Gemini | TG/电报/飞机/ Telegram 账号"
"晓风ai","https://pay.ldxp.cn/shop/xiaofeng","17","15559","1.69","1248","2026-08-03T01:18:01.1337090+08:00","接码 | ChatGPT | Gemini"
"智屿AI","https://pay.ldxp.cn/shop/mengyu","17","1403","0.5","1788","2026-08-03T01:21:44.1927740+08:00","其他账号 | 其他Ai成品号 | ChatGpt-直充/速刷 | Claude-直充/速刷 | Gemini-成品/直充 | Grok-成品/直充"
"AI铺子","https://pay.ldxp.cn/shop/aicard","17","2008","1","165","2026-08-03T01:24:55.3832550+08:00","短信接码 | 邮箱账号 | Claude | Gemini成品号 | Gemini充值订阅 | GPT充值订阅 | grok"
"Ai稳定供应（Grok/GPT/Gemini源头直供）","https://pay.ldxp.cn/shop/ai16888","17","1526","5.7","990","2026-08-03T01:24:55.3832550+08:00","Chat GPT | Claude | Gemini | Gork"
"AI小店","https://pay.ldxp.cn/shop/0000001","17","27656","1","1150","2026-08-03T01:24:55.3832550+08:00","谷歌邮箱 | 闲鱼脚本 | chatgpt | gemini 成品 | gemini 充值"
"SHEN","https://pay.ldxp.cn/shop/DF6CKF46","17","1251","1.9","139","2026-08-03T00:55:54.5508940+08:00","邮箱 | chatgpt | gemini | gemini pro | gpt接码 | TG/电报/飞机/gram 账号"
"词生量","https://pay.ldxp.cn/shop/2POVTUTK","16","1688","0.5","1276","2026-08-03T01:24:55.3832550+08:00","接码 | Chat GPT | chatGPT日抛 | ChatGPT最稳 | gemini | GPT接码 | Grok | TG/电报/飞机/ Telegram 账号"
